                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    116,                0.53913,                0.27029,                0.88355,                0.99845,                  0.999,                0.99432,                0.92703,                0.41657,                0.16705,                0.84241,               0.006238,               0.006238,               0.006238
                    117,                0.53822,                0.27009,                0.88379,                0.99846,                  0.999,                0.99432,                0.92722,                0.41636,                0.16673,                0.84225,               0.006205,               0.006205,               0.006205
                    118,                0.53822,                0.26973,                0.88406,                0.99848,                  0.999,                0.99433,                 0.9273,                0.41625,                0.16656,                0.84217,               0.006172,               0.006172,               0.006172
                    119,                0.53892,                0.27073,                0.88404,                0.99851,                  0.999,                0.99432,                0.92757,                0.41614,                0.16637,                0.84214,               0.006139,               0.006139,               0.006139
                    120,                0.53697,                0.27094,                0.88366,                0.99851,                  0.999,                0.99432,                0.92755,                0.41617,                0.16624,                0.84209,               0.006106,               0.006106,               0.006106
                    121,                0.53584,                 0.2666,                 0.8838,                0.99847,                  0.999,                0.99433,                0.92752,                0.41593,                0.16618,                  0.842,               0.006073,               0.006073,               0.006073
                    122,                0.53915,                0.27017,                  0.884,                0.99847,                  0.999,                0.99433,                0.92719,                0.41583,                0.16611,                0.84199,                0.00604,                0.00604,                0.00604
                    123,                0.53772,                0.26986,                0.88496,                0.99848,                  0.999,                0.99433,                0.92751,                0.41563,                0.16628,                0.84197,               0.006007,               0.006007,               0.006007
                    124,                0.54099,                0.27081,                0.88665,                0.99849,                  0.999,                0.99433,                0.92813,                 0.4154,                0.16641,                 0.8419,               0.005974,               0.005974,               0.005974
                    125,                0.53697,                0.26907,                0.88469,                 0.9985,                  0.999,                0.99433,                0.92753,                0.41526,                0.16588,                0.84189,               0.005941,               0.005941,               0.005941
                    126,                 0.5333,                0.26629,                0.88188,                0.99849,                  0.999,                0.99434,                0.92807,                0.41521,                0.16577,                0.84192,               0.005908,               0.005908,               0.005908
                    127,                0.53349,                0.26746,                0.88202,                 0.9985,                  0.999,                0.99433,                0.92801,                0.41514,                0.16572,                0.84191,               0.005875,               0.005875,               0.005875
                    128,                0.53402,                0.26646,                0.88194,                0.99851,                  0.999,                0.99433,                0.92778,                0.41512,                0.16573,                0.84189,               0.005842,               0.005842,               0.005842
                    129,                0.53568,                0.26899,                 0.8825,                0.99853,                  0.999,                0.99432,                0.92786,                0.41496,                0.16555,                0.84185,               0.005809,               0.005809,               0.005809
                    130,                0.53765,                0.27047,                0.88397,                0.99854,                  0.999,                0.99432,                0.92792,                0.41485,                0.16604,                0.84177,               0.005776,               0.005776,               0.005776
                    131,                0.53327,                0.26723,                0.87995,                0.99855,                  0.999,                0.99432,                0.92821,                0.41468,                0.16583,                0.84173,               0.005743,               0.005743,               0.005743
                    132,                0.53628,                0.26568,                0.88485,                0.99855,                  0.999,                0.99432,                0.92791,                0.41444,                0.16565,                0.84162,                0.00571,                0.00571,                0.00571
                    133,                0.53217,                0.26422,                0.88303,                0.99855,                  0.999,                0.99432,                0.92796,                0.41431,                0.16577,                0.84161,               0.005677,               0.005677,               0.005677
                    134,                0.53114,                 0.2648,                0.88131,                0.99856,                  0.999,                0.99431,                0.92788,                0.41422,                0.16565,                0.84161,               0.005644,               0.005644,               0.005644
